nome_aceito_correto,fontes,notas,nomes_originais,elegivel_originais,fontes_originais
Weinmannia organensis,cncflora_ckan,NA,Weinmannia organensis,apta,cncflora_ckan
Weinmannia paulliniifolia,cncflora_ckan,NA,Weinmannia paulliniifolia,apta,cncflora_ckan
Lamanonia ulei,cncflora_ckan-UICN_API,NA,Lamanonia ulei,apta,cncflora_ckan-UICN_API
Alsophila capensis,cncflora_web,NA,Alsophila capensis,apta,cncflora_web
Alsophila capensis subsp. polypodioides,cncflora_web,NA,Alsophila capensis subsp. polypodioides,apta,cncflora_web
Cyathea corcovadensis,cncflora_web,NA,Cyathea corcovadensis,apta,cncflora_web
Cyathea glaziovii,cncflora_web,NA,Cyathea glaziovii,apta,cncflora_web
Cyathea poeppigii,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Cyathea poeppigii,examinar,sima
Cyathea pungens,cncflora_web,NA,Cyathea pungens,apta,cncflora_web
Cyathea uleana,cncflora_web,Nome original era sinônimo,Cnemidaria uleana,apta,cncflora_web
Asplundia brachypus,sima,NA,Asplundia brachypus-Asplundia polymera-Asplundia polymera subsp. reitzii,apta,sima-cncflora_web-cncflora_web-Portaria 443/2014
Asplundia brachypus,cncflora_web,Nome original era sinônimo,Asplundia brachypus-Asplundia polymera-Asplundia polymera subsp. reitzii,apta,sima-cncflora_web-cncflora_web-Portaria 443/2014
Asplundia brachypus,cncflora_web-Portaria 443/2014,Nome original era sinônimo,Asplundia brachypus-Asplundia polymera-Asplundia polymera subsp. reitzii,apta,sima-cncflora_web-cncflora_web-Portaria 443/2014
Halodule emarginata,sima-cncflora_web-UICN_API,NA,Halodule emarginata,apta,sima-cncflora_web-UICN_API
Halodule wrightii,sima-SP_oficial-cncflora_web-UICN_API,NA,Halodule wrightii,apta,sima-SP_oficial-cncflora_web-UICN_API
Bulbostylis capillaris,UICN_API,NA,Bulbostylis capillaris,apta,UICN_API
Cyperus articulatus,UICN_API,NA,Cyperus articulatus,apta,UICN_API
Cyperus friburgensis,sima,Não foi avaliada,Cyperus friburgensis,examinar,sima
Cyperus haspan,UICN_API,NA,Cyperus haspan,apta,UICN_API
Eleocharis acutangula,UICN_API,NA,Eleocharis acutangula,apta,UICN_API
Eleocharis confervoides,UICN_API,NA,Eleocharis confervoides,apta,UICN_API
Eleocharis flavescens,UICN_API,NA,Eleocharis flavescens,apta,UICN_API
Eleocharis geniculata,UICN_API,NA,Eleocharis geniculata,apta,UICN_API
Eleocharis mutata,UICN_API,NA,Eleocharis mutata,apta,UICN_API
Fimbristylis autumnalis,UICN_API,NA,Fimbristylis autumnalis,apta,UICN_API
Fimbristylis cymosa,UICN_API,NA,Fimbristylis cymosa,apta,UICN_API
Fimbristylis dichotoma,UICN_API,NA,Fimbristylis dichotoma,apta,UICN_API
Fuirena umbellata,UICN_API,NA,Fuirena umbellata,apta,UICN_API
Hypolytrum amorimii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Hypolytrum amorimii,examinar,sima-Portaria 443/2014
Hypolytrum bahiense,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Hypolytrum bahiense,examinar,sima-Portaria 443/2014
Hypolytrum lucennoi,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Hypolytrum lucennoi,examinar,sima-Portaria 443/2014
Machaerina ensifolia,sima-cncflora_web,NA,Machaerina ensifolia,apta,sima-cncflora_web
Rhynchospora biflora,sima-cncflora_web,NA,Rhynchospora biflora,apta,sima-cncflora_web
Rhynchospora corymbosa,sima,Não foi avaliada,Rhynchospora corymbosa,examinar,sima
Rhynchospora holoschoenoides,UICN_API,NA,Rhynchospora holoschoenoides,apta,UICN_API
Rhynchospora tenuis,cncflora_web,Nome original era sinônimo,Rhynchospora enmanuelis-Rhynchospora tenuis,apta,cncflora_web-cncflora_web
Rhynchospora tenuis,cncflora_web,NA,Rhynchospora enmanuelis-Rhynchospora tenuis,apta,cncflora_web-cncflora_web
Scleria acanthocarpa,UICN_API,NA,Scleria acanthocarpa,apta,UICN_API
Scleria bracteata,UICN_API,NA,Scleria bracteata,apta,UICN_API
Scleria distans,UICN_API,NA,Scleria distans,apta,UICN_API
Scleria hirtella,UICN_API,NA,Scleria hirtella,apta,UICN_API
Scleria latifolia,UICN_API,NA,Scleria latifolia,apta,UICN_API
Scleria leptostachya,UICN_API,NA,Scleria leptostachya,apta,UICN_API
Scleria microcarpa,UICN_API,NA,Scleria microcarpa,apta,UICN_API
Scleria mitis,UICN_API,NA,Scleria mitis,apta,UICN_API
Scleria panicoides,UICN_API,NA,Scleria panicoides,apta,UICN_API
Scleria plusiophylla,UICN_API,NA,Scleria plusiophylla,apta,UICN_API
Scleria scabra,UICN_API,NA,Scleria scabra,apta,UICN_API
Scleria secans,UICN_API,NA,Scleria secans,apta,UICN_API
Scleria virgata,UICN_API,NA,Scleria virgata,apta,UICN_API
Trilepis tenuis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Trilepis tenuis,examinar,sima-Portaria 443/2014
Cyperus brevifolius,UICN_API,Nome original era sinônimo,Kyllinga brevifolia,apta,UICN_API
Cyperus compressus,UICN_API,NA,Cyperus compressus,apta,UICN_API
Cyperus distans,UICN_API,NA,Cyperus distans,apta,UICN_API
Cyperus flavescens,UICN_API,NA,Cyperus flavescens-Pycreus flavescens,apta,UICN_API-cncflora_web
Cyperus flavescens,cncflora_web,Nome original era sinônimo,Cyperus flavescens-Pycreus flavescens,apta,UICN_API-cncflora_web
Cyperus imbricatus,UICN_API,NA,Cyperus imbricatus,apta,UICN_API
Cyperus iria,UICN_API,NA,Cyperus iria,apta,UICN_API
Cyperus lanceolatus,UICN_API,NA,Cyperus lanceolatus,apta,UICN_API
Cyperus polystachyos,UICN_API,NA,Cyperus polystachyos,apta,UICN_API
Cyperus rotundus,cncflora_web-UICN_API,NA,Cyperus rotundus,apta,cncflora_web-UICN_API
Eleocharis plicarhachis,cncflora_web,NA,Eleocharis plicarhachis,apta,cncflora_web
Eleocharis sellowiana,UICN_API,NA,Eleocharis sellowiana,apta,UICN_API
Fimbristylis complanata,UICN_API,NA,Fimbristylis complanata,apta,UICN_API
Rhynchospora eximia,UICN_API,NA,Rhynchospora eximia,apta,UICN_API
Rhynchospora rugosa,UICN_API,NA,Rhynchospora rugosa,apta,UICN_API
Rhynchospora warmingii,cncflora_web,NA,Rhynchospora warmingii,apta,cncflora_web
Scleria tenella,UICN_API,NA,Scleria tenella,apta,UICN_API
Fimbristylis littoralis,UICN_API,NA,Fimbristylis littoralis,apta,UICN_API
Bulbostylis distichoides,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Bulbostylis distichoides,examinar,sima-Portaria 443/2014
Cyperus giganteus,sima-cncflora_web,NA,Cyperus giganteus,apta,sima-cncflora_web
Bulbostylis loefgrenii,sima-cncflora_web,NA,Bulbostylis loefgrenii,apta,sima-cncflora_web
Cyperus eragrostis,UICN_API,NA,Cyperus eragrostis,apta,UICN_API
Lagenocarpus minarum,cncflora_web,Nome original era sinônimo,Cryptangium claussenii,apta,cncflora_web
Rhynchospora nardifolia,sima-cncflora_web,NA,Rhynchospora nardifolia,apta,sima-cncflora_web
Bulbostylis nesiotis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Bulbostylis nesiotis,examinar,sima-Portaria 443/2014
Bulbostylis smithii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Bulbostylis smithii,examinar,sima-Portaria 443/2014
Cladium mariscus,UICN_API,NA,Cladium mariscus,apta,UICN_API
Cyperus appendiculatus var. atlanticus,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Cyperus atlanticus,examinar,sima-Portaria 443/2014
Cyperus digitatus,UICN_API,NA,Cyperus digitatus,apta,UICN_API
Cyperus drummondii,UICN_API,NA,Cyperus drummondii,apta,UICN_API
Eleocharis bonariensis,cncflora_web,NA,Eleocharis bonariensis,apta,cncflora_web
Eleocharis loefgreniana,cncflora_web,NA,Eleocharis loefgreniana,apta,cncflora_web
Hypolytrum paraense,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Hypolytrum paraense,examinar,sima-Portaria 443/2014
Lagenocarpus bracteosus,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Lagenocarpus bracteosus,examinar,sima-Portaria 443/2014
Rhynchospora paranaensis,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Rhynchospora paranaensis,examinar,sima
Rhynchospora pilulifera,sima-Portaria 443/2014,Nome original era sinônimo,Pleurostachys pilulifera,apta,sima-Portaria 443/2014
Rhynchospora triflora,UICN_API,NA,Rhynchospora triflora,apta,UICN_API
Scleria balansae,sima-SP_oficial-cncflora_web-UICN_API-Portaria 443/2014,NA,Scleria balansae,apta,sima-SP_oficial-cncflora_web-UICN_API-Portaria 443/2014
Scleria sororia,UICN_API,NA,Scleria sororia,apta,UICN_API
Bulbostylis fendleri,sima-cncflora_web,NA,Bulbostylis fendleri,apta,sima-cncflora_web
Bulbostylis sphaerolepis,sima,Nome original era sinônimo/Não foi avaliada,Bulbostylis major,examinar,sima
Cyperus sesquiflorus,UICN_API,NA,Cyperus sesquiflorus,apta,UICN_API
Cyperus unioloides,UICN_API,NA,Cyperus unioloides,apta,UICN_API
Eleocharis radicans,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Eleocharis radicans,examinar,sima
Eleocharis stenocarpa,sima-cncflora_web,NA,Eleocharis stenocarpa,apta,sima-cncflora_web
Eleocharis urceolata,sima-cncflora_web,NA,Eleocharis urceolata,apta,sima-cncflora_web
Scleria gaertneri,UICN_API,NA,Scleria gaertneri,apta,UICN_API
Cyperus mundtii,UICN_API,Nome original mal escrito,Cyperus mundii,apta,UICN_API
Cyperus brasiliensis,UICN_API,NA,Cyperus brasiliensis,apta,UICN_API
Cyperus hortensis,UICN_API,NA,Cyperus hortensis,apta,UICN_API
Scleria reticularis,UICN_API,Nome original era sinônimo,Scleria muehlenbergii,apta,UICN_API
Blotiella lindeniana,cncflora_web,NA,Blotiella lindeniana,apta,cncflora_web
Stephanopodium engleri,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Stephanopodium engleri,examinar,sima-Portaria 443/2014
Stephanopodium estrellense,cncflora_ckan-UICN_API,NA,Stephanopodium estrellense,apta,cncflora_ckan-UICN_API
Stephanopodium magnifolium,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Stephanopodium magnifolium,examinar,sima-Portaria 443/2014
Dicksonia sellowiana,sima-cncflora_web-mpoSP-Portaria 443/2014,NA,Dicksonia sellowiana,apta,sima-cncflora_web-mpoSP-Portaria 443/2014
Atractylocarpus brasiliensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Atractylocarpus brasiliensis,examinar,sima-Portaria 443/2014
Atractylocarpus longisetus,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Atractylocarpus longisetus,examinar,sima-Portaria 443/2014
Campylopus densicoma,sima-cncflora_web-Portaria 443/2014,NA,Campylopus densicoma,apta,sima-cncflora_web-Portaria 443/2014
Davilla glaziovii,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Davilla glaziovii,examinar,sima-Portaria 443/2014
Davilla macrocarpa,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Davilla macrocarpa,examinar,sima-Portaria 443/2014
Davilla nitida,cncflora_web,NA,Davilla nitida,apta,cncflora_web
Doliocarpus glomeratus,sima-cncflora_web,NA,Doliocarpus glomeratus,apta,sima-cncflora_web
Doliocarpus lancifolius,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Doliocarpus lancifolius,examinar,sima-Portaria 443/2014
Dioscorea campestris,sima-cncflora_web,NA,Dioscorea campestris,apta,sima-cncflora_web
Dioscorea grandiflora,sima-SP_oficial-cncflora_web,NA,Dioscorea grandiflora,apta,sima-SP_oficial-cncflora_web
Dioscorea kunthiana,cncflora_web,NA,Dioscorea kunthiana,apta,cncflora_web
Dioscorea loefgrenii,sima-SP_oficial-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Dioscorea loefgrenii,examinar,sima-SP_oficial-Portaria 443/2014
Dioscorea mantiqueirensis,sima-SP_oficial-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Dioscorea mantiqueirensis,examinar,sima-SP_oficial-Portaria 443/2014
Dioscorea mollis,sima-SP_oficial-cncflora_web,NA,Dioscorea mollis,apta,sima-SP_oficial-cncflora_web
Dioscorea perdicum,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Dioscorea perdicum-Dioscorea plantaginifolia,examinar,sima-SP_oficial
Dioscorea perdicum,SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil/Nome original era sinônimo,Dioscorea perdicum-Dioscorea plantaginifolia,examinar,sima-SP_oficial
Dioscorea rumicoides,sima-SP_oficial-cncflora_web,NA,Dioscorea rumicoides,apta,sima-SP_oficial-cncflora_web
Dioscorea sanpaulensis,sima-cncflora_web-Portaria 443/2014,NA,Dioscorea sanpaulensis,apta,sima-cncflora_web-Portaria 443/2014
Dioscorea stegelmanniana,sima-cncflora_web,NA,Dioscorea stegelmanniana,apta,sima-cncflora_web
Dioscorea trilinguis,sima-cncflora_web-UICN_API-Portaria 443/2014,NA,Dioscorea trilinguis,apta,sima-cncflora_web-UICN_API-Portaria 443/2014
Dioscorea aesculifolia,sima-cncflora_web,NA,Dioscorea aesculifolia,apta,sima-cncflora_web
Dioscorea asperula,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Dioscorea asperula,examinar,sima-Portaria 443/2014
Dioscorea pseudomacrocapsa,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Dioscorea pseudomacrocapsa,examinar,sima-Portaria 443/2014
Chrysoblastella chilensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Chrysoblastella chilensis,examinar,sima-Portaria 443/2014
Drosera graomogolensis,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Drosera graomogolensis,examinar,sima-Portaria 443/2014
Ctenitis anniesii,cncflora_web,NA,Ctenitis anniesii,apta,cncflora_web
Ctenitis eriocaulis,cncflora_web,NA,Ctenitis eriocaulis,apta,cncflora_web
Elaphoglossum acrocarpum,sima-cncflora_web-Portaria 443/2014,NA,Elaphoglossum acrocarpum,apta,sima-cncflora_web-Portaria 443/2014
Elaphoglossum beckeri,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Elaphoglossum beckeri,examinar,sima-Portaria 443/2014
Elaphoglossum edwallii,cncflora_web,NA,Elaphoglossum edwallii,apta,cncflora_web
Elaphoglossum herminieri,sima-cncflora_web,NA,Elaphoglossum herminieri,apta,sima-cncflora_web
Elaphoglossum iguapense,cncflora_web,NA,Elaphoglossum iguapense,apta,cncflora_web
Elaphoglossum itatiayense,cncflora_web,NA,Elaphoglossum itatiayense,apta,cncflora_web
Elaphoglossum langsdorffii,cncflora_web,NA,Elaphoglossum langsdorffii,apta,cncflora_web
Elaphoglossum macahense,cncflora_web,NA,Elaphoglossum macahense,apta,cncflora_web
Elaphoglossum nigrescens,cncflora_web,NA,Elaphoglossum nigrescens,apta,cncflora_web
Elaphoglossum pachydermum,cncflora_web,Nome original era sinônimo,Elaphoglossum tamandarei,apta,cncflora_web
Elaphoglossum paulistanum,cncflora_web,Nome original era sinônimo,Elaphoglossum wettsteinii,apta,cncflora_web
Elaphoglossum scolopendrifolium,sima-cncflora_web-Portaria 443/2014,Nome original era sinônimo,Elaphoglossum amplissimum,apta,sima-cncflora_web-Portaria 443/2014
Elaphoglossum strictum,cncflora_web,NA,Elaphoglossum strictum,apta,cncflora_web
Elaphoglossum tectum,cncflora_web,NA,Elaphoglossum tectum,apta,cncflora_web
Megalastrum wacketii,sima-cncflora_web-Portaria 443/2014,NA,Megalastrum wacketii,apta,sima-cncflora_web-Portaria 443/2014
Polybotrya speciosa,cncflora_web,NA,Polybotrya speciosa,apta,cncflora_web
Polystichum bradei,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Polystichum bradei,examinar,sima-Portaria 443/2014
Ctenitis fenestralis,sima-cncflora_web,NA,Ctenitis fenestralis,apta,sima-cncflora_web
Elaphoglossum gayanum,cncflora_web,NA,Elaphoglossum gayanum,apta,cncflora_web
Elaphoglossum prestonii,cncflora_web,Nome original era sinônimo,Elaphoglossum insigne,apta,cncflora_web
Elaphoglossum hybridum,UICN_API,NA,Elaphoglossum hybridum,apta,UICN_API
Diospyros apeibacarpos,cncflora_ckan-UICN_API,NA,Diospyros apeibacarpos,apta,cncflora_ckan-UICN_API
Diospyros brasiliensis,cncflora_ckan-UICN_API,NA,Diospyros brasiliensis,apta,cncflora_ckan-UICN_API
Diospyros inconstans,cncflora_web,NA,Diospyros inconstans,apta,cncflora_web
Diospyros lasiocalyx,cncflora_web,Nome original era sinônimo,Diospyros hispida-Diospyros lasiocalyx,apta,cncflora_web-sima
Diospyros lasiocalyx,sima,NA,Diospyros hispida-Diospyros lasiocalyx,apta,cncflora_web-sima
Sloanea garckeana,cncflora_web-UICN_API,NA,Sloanea garckeana,apta,cncflora_web-UICN_API
Sloanea guianensis,UICN_API,NA,Sloanea guianensis,apta,UICN_API
Sloanea obtusifolia,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014,NA,Sloanea obtusifolia,apta,sima-SP_oficial-cncflora_ckan-mpoSP-Portaria 443/2014
Sloanea erismoides,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Sloanea erismoides,examinar,sima
Sloanea hirsuta,cncflora_web,NA,Sloanea hirsuta,apta,cncflora_web
Sloanea petalata,sima-SP_oficial-cncflora_ckan,NA,Sloanea petalata,apta,sima-SP_oficial-cncflora_ckan
Sloanea dubia,sima,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Sloanea dubia,examinar,sima
Equisetum giganteum,UICN_API,NA,Equisetum giganteum,apta,UICN_API
Agarista chlorantha,sima-cncflora_web,NA,Agarista chlorantha,apta,sima-cncflora_web
Agarista niederleinii,sima-SP_oficial-cncflora_web,NA,Agarista niederleinii,apta,sima-SP_oficial-cncflora_web
Agarista nummularia,sima-SP_oficial-cncflora_web-mpoSP,NA,Agarista nummularia,apta,sima-SP_oficial-cncflora_web-mpoSP
Agarista oleifolia,UICN_API,NA,Agarista oleifolia,apta,UICN_API
Agarista pulchra,sima-SP_oficial-cncflora_ckan,NA,Agarista pulchra,apta,sima-SP_oficial-cncflora_ckan
Gaultheria eriophylla,UICN_API,NA,Gaultheria eriophylla,apta,UICN_API
Gaultheria sleumeriana,sima-SP_oficial-cncflora_web-Portaria 443/2014,NA,Gaultheria sleumeriana,apta,sima-SP_oficial-cncflora_web-Portaria 443/2014
Gaylussacia angulata,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Gaylussacia angulata,examinar,sima-Portaria 443/2014
Gaylussacia brasiliensis,UICN_API,NA,Gaylussacia brasiliensis,apta,UICN_API
Gaylussacia caparoensis,sima-Portaria 443/2014,NA,Gaylussacia caparoensis,apta,sima-Portaria 443/2014
Gaylussacia decipiens,cncflora_web,NA,Gaylussacia decipiens,apta,cncflora_web
Gaylussacia montana,sima-SP_oficial,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Gaylussacia montana,examinar,sima-SP_oficial
Gaylussacia pruinosa,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Gaylussacia pruinosa,examinar,sima-Portaria 443/2014
Gaylussacia rhododendron,sima-cncflora_web,NA,Gaylussacia rhododendron,apta,sima-cncflora_web
Gaylussacia setosa,sima-Portaria 443/2014,A espécie não ocorre no Estado de São Paulo segundo a Flora do Brasil,Gaylussacia setosa,examinar,sima-Portaria 443/2014
