sp,gbif_file,splink_file
Terminalia triflora,output/p2/occs/Terminalia triflora/gbif/Terminalia triflora_clean.csv,output/p2/occs/Terminalia triflora/splink/Terminalia triflora.csv
Tillandsia araujei,output/p2/occs/Tillandsia araujei/gbif/Tillandsia araujei_clean.csv,output/p2/occs/Tillandsia araujei/splink/Tillandsia araujei.csv
Tillandsia linearis,output/p2/occs/Tillandsia linearis/gbif/Tillandsia linearis_clean.csv,output/p2/occs/Tillandsia linearis/splink/Tillandsia linearis.csv
Tillandsia recurvifolia,output/p2/occs/Tillandsia recurvifolia/gbif/Tillandsia recurvifolia_clean.csv,output/p2/occs/Tillandsia recurvifolia/splink/Tillandsia recurvifolia.csv
Tillandsia tenuifolia,output/p2/occs/Tillandsia tenuifolia/gbif/Tillandsia tenuifolia_clean.csv,output/p2/occs/Tillandsia tenuifolia/splink/Tillandsia tenuifolia.csv
Tontelea martiana,output/p2/occs/Tontelea martiana/gbif/Tontelea martiana_clean.csv,output/p2/occs/Tontelea martiana/splink/Tontelea martiana.csv
Trembleya calycina,output/p2/occs/Trembleya calycina/gbif/Trembleya calycina_clean.csv,output/p2/occs/Trembleya calycina/splink/Trembleya calycina.csv
Trichilia casaretti,output/p2/occs/Trichilia casaretti/gbif/Trichilia casaretti_clean.csv,output/p2/occs/Trichilia casaretti/splink/Trichilia casaretti.csv
Trichilia emarginata,output/p2/occs/Trichilia emarginata/gbif/Trichilia emarginata_clean.csv,output/p2/occs/Trichilia emarginata/splink/Trichilia emarginata.csv
Trichilia pallens,output/p2/occs/Trichilia pallens/gbif/Trichilia pallens_clean.csv,output/p2/occs/Trichilia pallens/splink/Trichilia pallens.csv
Trichilia silvatica,output/p2/occs/Trichilia silvatica/gbif/Trichilia silvatica_clean.csv,output/p2/occs/Trichilia silvatica/splink/Trichilia silvatica.csv
Trichocline linearifolia,output/p2/occs/Trichocline linearifolia/gbif/Trichocline linearifolia_clean.csv,output/p2/occs/Trichocline linearifolia/splink/Trichocline linearifolia.csv
Trigynaea oblongifolia,output/p2/occs/Trigynaea oblongifolia/gbif/Trigynaea oblongifolia_clean.csv,output/p2/occs/Trigynaea oblongifolia/splink/Trigynaea oblongifolia.csv
Trithrinax brasiliensis,output/p2/occs/Trithrinax brasiliensis/gbif/Trithrinax brasiliensis_clean.csv,output/p2/occs/Trithrinax brasiliensis/splink/Trithrinax brasiliensis.csv
Trixis glaziovii,output/p2/occs/Trixis glaziovii/gbif/Trixis glaziovii_clean.csv,output/p2/occs/Trixis glaziovii/splink/Trixis glaziovii.csv
Turnera hilaireana,output/p2/occs/Turnera hilaireana/gbif/Turnera hilaireana_clean.csv,output/p2/occs/Turnera hilaireana/splink/Turnera hilaireana.csv
Urospatha edwallii,output/p2/occs/Urospatha edwallii/gbif/Urospatha edwallii_clean.csv,output/p2/occs/Urospatha edwallii/splink/Urospatha edwallii.csv
Urvillea glabra,output/p2/occs/Urvillea glabra/gbif/Urvillea glabra_clean.csv,output/p2/occs/Urvillea glabra/splink/Urvillea glabra.csv
Utricularia trichophylla,output/p2/occs/Utricularia trichophylla/gbif/Utricularia trichophylla_clean.csv,output/p2/occs/Utricularia trichophylla/splink/Utricularia trichophylla.csv
Vanilla dietschiana,output/p2/occs/Vanilla dietschiana/gbif/Vanilla dietschiana_clean.csv,output/p2/occs/Vanilla dietschiana/splink/Vanilla dietschiana.csv
Verbesina floribunda,output/p2/occs/Verbesina floribunda/gbif/Verbesina floribunda_clean.csv,output/p2/occs/Verbesina floribunda/splink/Verbesina floribunda.csv
Vernonanthura lindbergii,output/p2/occs/Vernonanthura lindbergii/gbif/Vernonanthura lindbergii_clean.csv,output/p2/occs/Vernonanthura lindbergii/splink/Vernonanthura lindbergii.csv
Veyretia aphylla,output/p2/occs/Veyretia aphylla/gbif/Veyretia aphylla_clean.csv,output/p2/occs/Veyretia aphylla/splink/Veyretia aphylla.csv
Vickia rotundifolia,output/p2/occs/Vickia rotundifolia/gbif/Vickia rotundifolia_clean.csv,output/p2/occs/Vickia rotundifolia/splink/Vickia rotundifolia.csv
Viola gracillima,output/p2/occs/Viola gracillima/gbif/Viola gracillima_clean.csv,output/p2/occs/Viola gracillima/splink/Viola gracillima.csv
Viola subdimidiata,output/p2/occs/Viola subdimidiata/gbif/Viola subdimidiata_clean.csv,output/p2/occs/Viola subdimidiata/splink/Viola subdimidiata.csv
Virola bicuhyba,output/p2/occs/Virola bicuhyba/gbif/Virola bicuhyba_clean.csv,output/p2/occs/Virola bicuhyba/splink/Virola bicuhyba.csv
Voyria aphylla,output/p2/occs/Voyria aphylla/gbif/Voyria aphylla_clean.csv,output/p2/occs/Voyria aphylla/splink/Voyria aphylla.csv
Vriesea flava,output/p2/occs/Vriesea flava/gbif/Vriesea flava_clean.csv,output/p2/occs/Vriesea flava/splink/Vriesea flava.csv
Vriesea gracilior,output/p2/occs/Vriesea gracilior/gbif/Vriesea gracilior_clean.csv,output/p2/occs/Vriesea gracilior/splink/Vriesea gracilior.csv
Vriesea minarum,output/p2/occs/Vriesea minarum/gbif/Vriesea minarum_clean.csv,output/p2/occs/Vriesea minarum/splink/Vriesea minarum.csv
Vriesea neoglutinosa,output/p2/occs/Vriesea neoglutinosa/gbif/Vriesea neoglutinosa_clean.csv,output/p2/occs/Vriesea neoglutinosa/splink/Vriesea neoglutinosa.csv
Vriesea pabstii,output/p2/occs/Vriesea pabstii/gbif/Vriesea pabstii_clean.csv,output/p2/occs/Vriesea pabstii/splink/Vriesea pabstii.csv
Vriesea pardalina,output/p2/occs/Vriesea pardalina/gbif/Vriesea pardalina_clean.csv,output/p2/occs/Vriesea pardalina/splink/Vriesea pardalina.csv
Vriesea procera,output/p2/occs/Vriesea procera/gbif/Vriesea procera_clean.csv,output/p2/occs/Vriesea procera/splink/Vriesea procera.csv
Vriesea saundersii,output/p2/occs/Vriesea saundersii/gbif/Vriesea saundersii_clean.csv,output/p2/occs/Vriesea saundersii/splink/Vriesea saundersii.csv
Vriesea schwackeana,output/p2/occs/Vriesea schwackeana/gbif/Vriesea schwackeana_clean.csv,output/p2/occs/Vriesea schwackeana/splink/Vriesea schwackeana.csv
Vriesea sparsiflora,output/p2/occs/Vriesea sparsiflora/gbif/Vriesea sparsiflora_clean.csv,output/p2/occs/Vriesea sparsiflora/splink/Vriesea sparsiflora.csv
Vriesea taritubensis,output/p2/occs/Vriesea taritubensis/gbif/Vriesea taritubensis_clean.csv,output/p2/occs/Vriesea taritubensis/splink/Vriesea taritubensis.csv
Vriesea vulpinoidea,output/p2/occs/Vriesea vulpinoidea/gbif/Vriesea vulpinoidea_clean.csv,output/p2/occs/Vriesea vulpinoidea/splink/Vriesea vulpinoidea.csv
Vriesea warmingii,output/p2/occs/Vriesea warmingii/gbif/Vriesea warmingii_clean.csv,output/p2/occs/Vriesea warmingii/splink/Vriesea warmingii.csv
Warczewiczella wailesiana,output/p2/occs/Warczewiczella wailesiana/gbif/Warczewiczella wailesiana_clean.csv,output/p2/occs/Warczewiczella wailesiana/splink/Warczewiczella wailesiana.csv
Wedelia puberula,output/p2/occs/Wedelia puberula/gbif/Wedelia puberula_clean.csv,output/p2/occs/Wedelia puberula/splink/Wedelia puberula.csv
Weinmannia paulliniifolia,output/p2/occs/Weinmannia paulliniifolia/gbif/Weinmannia paulliniifolia_clean.csv,output/p2/occs/Weinmannia paulliniifolia/splink/Weinmannia paulliniifolia.csv
Widgrenia corymbosa,output/p2/occs/Widgrenia corymbosa/gbif/Widgrenia corymbosa_clean.csv,output/p2/occs/Widgrenia corymbosa/splink/Widgrenia corymbosa.csv
Wolffia arrhiza,output/p2/occs/Wolffia arrhiza/gbif/Wolffia arrhiza_clean.csv,output/p2/occs/Wolffia arrhiza/splink/Wolffia arrhiza.csv
Worsleya procera,output/p2/occs/Worsleya procera/gbif/Worsleya procera_clean.csv,output/p2/occs/Worsleya procera/splink/Worsleya procera.csv
Xanthosoma blandum,output/p2/occs/Xanthosoma blandum/gbif/Xanthosoma blandum_clean.csv,output/p2/occs/Xanthosoma blandum/splink/Xanthosoma blandum.csv
Xanthosoma pentaphyllum,output/p2/occs/Xanthosoma pentaphyllum/gbif/Xanthosoma pentaphyllum_clean.csv,output/p2/occs/Xanthosoma pentaphyllum/splink/Xanthosoma pentaphyllum.csv
Xanthosoma riedelianum,output/p2/occs/Xanthosoma riedelianum/gbif/Xanthosoma riedelianum_clean.csv,output/p2/occs/Xanthosoma riedelianum/splink/Xanthosoma riedelianum.csv
Xylopia brasiliensis,output/p2/occs/Xylopia brasiliensis/gbif/Xylopia brasiliensis_clean.csv,output/p2/occs/Xylopia brasiliensis/splink/Xylopia brasiliensis.csv
Xylosma glaberrima,output/p2/occs/Xylosma glaberrima/gbif/Xylosma glaberrima_clean.csv,output/p2/occs/Xylosma glaberrima/splink/Xylosma glaberrima.csv
Xyris capensis,output/p2/occs/Xyris capensis/gbif/Xyris capensis_clean.csv,output/p2/occs/Xyris capensis/splink/Xyris capensis.csv
Xyris fallax,output/p2/occs/Xyris fallax/gbif/Xyris fallax_clean.csv,output/p2/occs/Xyris fallax/splink/Xyris fallax.csv
Xyris rigida,output/p2/occs/Xyris rigida/gbif/Xyris rigida_clean.csv,output/p2/occs/Xyris rigida/splink/Xyris rigida.csv
Xyris trachyphylla,output/p2/occs/Xyris trachyphylla/gbif/Xyris trachyphylla_clean.csv,output/p2/occs/Xyris trachyphylla/splink/Xyris trachyphylla.csv
Xyris vacillans,output/p2/occs/Xyris vacillans/gbif/Xyris vacillans_clean.csv,output/p2/occs/Xyris vacillans/splink/Xyris vacillans.csv
Xyris wawrae,output/p2/occs/Xyris wawrae/gbif/Xyris wawrae_clean.csv,output/p2/occs/Xyris wawrae/splink/Xyris wawrae.csv
Zephyranthes blumenavia,output/p2/occs/Zephyranthes blumenavia/gbif/Zephyranthes blumenavia_clean.csv,output/p2/occs/Zephyranthes blumenavia/splink/Zephyranthes blumenavia.csv
Zephyranthes candida,output/p2/occs/Zephyranthes candida/gbif/Zephyranthes candida_clean.csv,output/p2/occs/Zephyranthes candida/splink/Zephyranthes candida.csv
Zeyheria tuberculosa,output/p2/occs/Zeyheria tuberculosa/gbif/Zeyheria tuberculosa_clean.csv,output/p2/occs/Zeyheria tuberculosa/splink/Zeyheria tuberculosa.csv
Zizaniopsis microstachya,output/p2/occs/Zizaniopsis microstachya/gbif/Zizaniopsis microstachya_clean.csv,output/p2/occs/Zizaniopsis microstachya/splink/Zizaniopsis microstachya.csv
Zootrophion atropurpureum,output/p2/occs/Zootrophion atropurpureum/gbif/Zootrophion atropurpureum_clean.csv,output/p2/occs/Zootrophion atropurpureum/splink/Zootrophion atropurpureum.csv
Zygopetalum jugosum,output/p2/occs/Zygopetalum jugosum/gbif/Zygopetalum jugosum_clean.csv,output/p2/occs/Zygopetalum jugosum/splink/Zygopetalum jugosum.csv
Zygopetalum maculatum,output/p2/occs/Zygopetalum maculatum/gbif/Zygopetalum maculatum_clean.csv,output/p2/occs/Zygopetalum maculatum/splink/Zygopetalum maculatum.csv
Zygopetalum mosenianum,output/p2/occs/Zygopetalum mosenianum/gbif/Zygopetalum mosenianum_clean.csv,output/p2/occs/Zygopetalum mosenianum/splink/Zygopetalum mosenianum.csv
Zygopetalum viride,output/p2/occs/Zygopetalum viride/gbif/Zygopetalum viride_clean.csv,output/p2/occs/Zygopetalum viride/splink/Zygopetalum viride.csv
Zygostigma australe,output/p2/occs/Zygostigma australe/gbif/Zygostigma australe_clean.csv,output/p2/occs/Zygostigma australe/splink/Zygostigma australe.csv
