"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount","sex"
"300","2020-08-20 20:37:49-03","UFSC","FLOR","27710","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Schiesinsky, D.M.","Schiesinsky, D.","24","1992","10","10",NA,"Brasil","Paraná","Ponta Grossa","Rio São Jorge.","-50.1618995666504","-25.0949993133545",NA,NA,NA,"arbusto, flor alva, 2m altura","FLOR0027710","FLOR0027710",NA,NA,NA,"1992",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"301","2020-08-20 20:37:49-03","UFSC","FLOR","24125","PreservedSpecimen","Plantae",NA,"Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Giberti, G.C.","Silva, J.M.","805","1990","03","07",NA,"Brasil","Paraná","Quatro Barras","Morro Sete.","-49.0769004821777","-25.3656005859375",NA,NA,NA,"arvoreta, flor alvacenta, Fruto Imaturo, , 3,5m altura","FLOR0024125","FLOR0024125",NA,NA,NA,"1993",NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"302","2021-03-04 15:42:18-03","IF","SPSF","04935","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia",NA,NA,"J.C. Moraes","1413","1954","12","20","América do Sul","Brasil","PE","Nazaré da Mata",NA,"-35.2277984619141","-7.74167013168335",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,NA,"9456","auto","Magnoliopsida",NA,NA,NA,NA,NA
"303","2021-03-04 15:42:18-03","IF","SPSF","15285","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","(Reissek)","M.L. Brotto","S.Xavier & E. Caetano","238","1991","11","25","América do Sul","Brasil","SP","Campos do Jordão","Morro do Elefante","-45.5900001525879","-22.7299995422363",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"2017","08","15","21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"304","2021-03-04 15:42:18-03","IF","SPSF","50856","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","M.Groppo Jr.","W.Hoehne","s.n.","1940","11","01","América do Sul","Brasil","SP","São Paulo","Cidade Jardim","-46.6300010681152","-23.5400009155273",NA,NA,NA,"COLETA: Nome popular: mate-da-folha-miúda;",NA,NA,NA,NA,NA,"1996","01","01","53584","auto","Magnoliopsida",NA,NA,NA,NA,"Feminino"
"305","2021-03-04 15:42:18-03","IF","SPSF","11971","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia",NA,NA,"M.J.Robim","553","1988","03","01","América do Sul","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: campo, proóximo à mata da estiva&nf;;",NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"306","2021-03-04 15:42:18-03","IF","SPSF","15585","PreservedSpecimen","Plantae","Magnoliophyta","Aquifoliales","Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","(Reissek)","M.L. Brotto","M.J.Robim & S.Xavier","757","1992","11","18","América do Sul","Brasil","SP","Campos do Jordão","P.E. de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"2017","08","15","21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"307","2017-09-11 17:07:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Sellow, F","s.n.",NA,NA,NA,NA,"?",NA,NA,"loco non indicato",NA,NA,NA,NA,NA,NA,NA,"P11P1N0014 P11P1N0021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2017-09-11 17:07:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Widgren, JF","470",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in prov. Minarum",NA,NA,NA,NA,NA,NA,NA,"P11P1N0014 P11P1N0021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2017-09-11 17:07:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Widgren, JF","469",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Habitat in prov. Minarum",NA,NA,NA,NA,NA,NA,NA,"P11P1N0014 P11P1N0021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2017-09-11 17:07:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Lindberg, GA","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"prope Caldas ejusdem prov.",NA,NA,NA,NA,NA,NA,NA,"P11P1N0014 P11P1N0021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2021-02-08 12:33:08-03","UFRGS","ICN","123598","S","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Coelho, GC","Coelho, GC; Selbach, A","s.n.","2001","10","21","América do Sul","Brasil","MG","Caeté","Serra da Piedade. 19°49'21 9 S 43°41'13 W","-43.686944","-19.8225",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável). Material Testemunho Projeto DNA Ilex (exemplar 2).; Arbusto 1,5m de altura.",NA,NA,NA,"-43.686944","-19.8225","2001","12","18",NA,NA,NA,NA,NA,NA,NA,NA
"312","2021-02-08 12:33:08-03","UFRGS","ICN","123600","S","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Coelho, GC","Coelho, GC; Selbach, A","s.n.","2001","10","21","América do Sul","Brasil","MG","Caeté","Serra da Piedade. 19°49'22 4 S 43°41'14 6 W","-43.687222","-19.822778",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável). Material Testemunho Projeto DNA Ilex (exemplar 1).; Estaminado.",NA,NA,NA,"-43.687222","-19.822778","2001","11","07",NA,NA,NA,NA,NA,NA,NA,NA
"313","2021-02-08 12:33:08-03","UFRGS","ICN","123595","S","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Coelho, GC","Coelho, GC; Selbach, A","s.n.","2001","11","07","América do Sul","Brasil","MG","Nova Lima","Serra da Moeda","-43.8466987609863","-19.9855995178223",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável). Material Testemunho Projeto DNA Ilex.; Campo rupestre.",NA,NA,NA,NA,NA,"2001","12","03","29211","auto",NA,NA,NA,NA,NA,NA
"314","2021-02-08 12:33:08-03","UFRGS","ICN","124546","S","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Sobral, M; Santos, EP","9308",NA,NA,NA,"América do Sul","Brasil","PR","Guaratuba","Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável). material testemunho de pesquisa na Faculdade de Farmácia UFRGS.; Arvoreta 3m; estéril.; em beira de mata.",NA,NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"315","2021-02-08 12:33:08-03","UFRGS","ICN","115901","S","Plantae","Dicotyledon",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G","Cervi, AC; Hatschbach, G","3014","1989","11","09","América do Sul","Brasil","PR","Ponta Grossa","Rio São Jorge","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Subarbusto, 70 cm altura. Flores alvas jeminadas.; Zona de campo, margens córrego.",NA,NA,NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"316","2019-10-04 16:06:14-03","MCN-FZBRS","HAS","33200","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Silva, J.M.","805","1990","03",NA,NA,"Brasil","Paraná","Quatro Barras","Morro Sete,","-49.0769004821777","-25.3656005859375",NA,NA,NA,"arvoreta; Cerca de 3,50 m, flor alvescente e frutos imaturos.","HAS0033200",NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA,NA
"317","2019-10-04 16:06:14-03","MCN-FZBRS","HAS","70940","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"Luederwaldt, H.","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"HAS0070940",NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"318","2019-11-21 09:59:06-03","IBt","SP","387980","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G","Silva, JM; Lima, LR; Farinaccio, MA","3950","2004","01","29",NA,"Brasil","Paraná","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"SP010560","SP010560",NA,NA,NA,"2004",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA
"319","2019-11-21 09:59:06-03","IBt","SP","270191","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hatschbach, G","Cervi, AC; et al.","2974","1989","11","02",NA,"Brasil","Paraná","Jaguariaíva","Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"SP010559","SP010559",NA,NA,NA,"1989","12",NA,"44368","auto",NA,NA,NA,NA,NA,NA
"320","2019-11-21 09:59:06-03","IBt","SP","8948","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Hoehne, FC","Luederwaldt, H","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA
"321","2019-11-21 09:59:06-03","IBt","SP","364332","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Andrews, S","Cordeiro, J; Silva, JM; Barbosa, E; Ribas, OS","1733","1999","12","28",NA,"Brasil","Santa Catarina","Campo Alegre","Subida a Serra Quiriri","-49.2655982971191","-26.1924991607666","1500","1500",NA,NA,NA,NA,NA,NA,NA,"2002",NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA
"322","2019-11-21 09:59:06-03","IBt","SP","115809","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Scaramuzza, CAM","Mattos, J; Mattos, N","14364","1966","08","15",NA,"Brasil","São Paulo","Campos do Jordão","Fazenda da Guarda, Horto Florestal","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"323","2019-11-21 09:59:06-03","IBt","SP","490277","S","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek","Groppo Jr, M","Hoehne, W","s.n.","1940","11",NA,NA,"Brasil","São Paulo","São Paulo","Cidade Jardim","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA
"324","2014-02-14 10:49:39-02","A","HU-HERB","A 00518507","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"J. F. Widgren","469",NA,NA,NA,"South America","Brazil",NA,NA,"[prov. Minarum]",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"469","Type",NA,NA
"325","2014-02-14 10:49:04-02","A","HU-HERB","A 00518508","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","chamaedryfolia","Ilex chamaedryfolia","Reissek",NA,"J. F. Widgren","470",NA,NA,NA,"South America","Brazil",NA,NA,"[prov. Minarum]",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"470","Type",NA,NA
"326","2014-06-20 11:42:40-03","GH","HU-HERB","GH 00444629","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","virgata","Ilex virgata","Loesener",NA,"A. F. M. Glaziou","883",NA,NA,NA,"South America","Brazil",NA,NA,"[no additional data]",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"883","Type",NA,"undetermined"
"327","2014-06-20 11:44:22-03","GH","HU-HERB","GH 00444630","PreservedSpecimen","Plantae",NA,NA,"Aquifoliaceae","Ilex","virgata","Ilex virgata","Loesener",NA,"A. F. M. Glaziou","883",NA,NA,NA,"South America","Brazil",NA,NA,"[no additional data]",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"883",NA,NA,"undetermined"
