"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"175","2020-12-11 16:39:08-03","UFMG","BHCB","121361","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Souza, DT","361","2008","02","21","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Chapada - Capão de mata altitude","-43.331389","-18.236111","1550","1550",NA,"Árvore em borda de capão de mata de altitude. Flores verdes, frutos imaturos verdes, maduros marrons.",NA,NA,NA,NA,"2012","02","-43.331389","-18.236111",NA,NA,NA,NA,NA,NA
"176","2020-12-11 11:32:05-03","UFMG","BHCB","151572","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Mota, RC da","s.n.","2011","07","26","Southern America","Brasil","Minas Gerais","Mariana","Mina de Fábrica Nova, Ampliação da mina de Fábrica Nova","-43.436667","-20.201944",NA,NA,NA,"Campo Rupestre Ferruginoso; Arbusto; Campo rupestre ferruginoso, Arbusto.",NA,NA,NA,NA,NA,NA,"-43.436667","-20.201944",NA,NA,NA,NA,NA,NA
"177","2020-12-11 11:32:05-03","UFMG","BHCB","155482","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Rocha, MJR; Pereira, AFS; Lautert, M; Bünger, MO","449","2012","03","22","Southern America","Brasil","Minas Gerais","Rio Pardo de Minas","Parque Estadual de Serra Nova, Gerais de Santana, em Capão da Mata","-42.771111","-15.663056","1249","1249",NA,"Arbórea, com 20m de altura, com frutos.","BHCB050165",NA,NA,NA,NA,NA,"-42.771111","-15.663056",NA,NA,NA,NA,NA,NA
"178","2020-12-11 11:32:05-03","UFMG","BHCB","176923","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","212","2015","04","09","Southern America","Brasil","Minas Gerais","Rio Acima","RPPN Andaime","-43.824167","-20.175","983","983",NA,"Prensado no álcool; Árvore; ca. 2,5m alt; folhas discolores.; Campo Rupestre Quartzitico",NA,NA,NA,NA,"2015","11","-43.824167","-20.175","05",NA,NA,NA,NA,NA
"179","2020-12-11 11:32:05-03","UFMG","BHCB","184134","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Sousa, NL; Souza, JAM; Avelar, R","505","2016","12","06","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.875833","-20.287222","1198","1198",NA,"Arbustivo, 1,15m alt. Terrestre. Botões florais e flores verdes. Folha coriácea, face abaxial da folha creme.; Campo Sujo. Solo pedregoso.",NA,NA,NA,NA,NA,NA,"-43.875833","-20.287222",NA,NA,NA,NA,NA,NA
"180","2020-12-11 11:32:05-03","UFMG","BHCB","185684","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Tameirão Neto, E; Campos, RDL","5591","2014","01","26","Southern America","Brasil","Minas Gerais","Itabira",NA,"-43.246328","-19.636111",NA,NA,NA,"Arbóreo; Floração/Frutificação; Mata do Periquito, altura 9m; Floresta estacional semidecidual","BHCB185684",NA,NA,NA,NA,NA,"-43.246328","-19.636111",NA,NA,NA,NA,NA,NA
"181","2020-12-11 11:32:05-03","UFMG","BHCB","52625","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Kamino, LHY; França, GS; Stehmann, JR","25","2000","06","20","Southern America","Brasil","Minas Gerais","Camanducaia","Mata do Altair.","-45.936667","-22.713889","1800","2000",NA,"Arbóreo, 14m Mata de altitude Fruto imaturo verde",NA,NA,NA,NA,NA,NA,"-45.936667","-22.713889",NA,NA,NA,NA,NA,NA
"182","2020-12-11 11:32:05-03","UFMG","BHCB","56709","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Lombardi, JA","4285","2001","02","14","Southern America","Brasil","Minas Gerais","Diamantina","APA Pau-de-Fruta - COPASA","-43.648333","-18.258056",NA,NA,NA,"Capão de mata, campo alagado e campo seco. Árvore no capão, ca. 10 m, pecíolo e nervura central vermelhos, frutos imaturos verde-avermelhados",NA,NA,NA,NA,NA,NA,"-43.648333","-18.258056",NA,NA,NA,NA,NA,NA
"183","2021-01-15 17:52:56-03","UFMG","BHCB","77174","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Giulietti, AM; Sakuragui, CM; Harley, RM; Souza, VC de","s.n.","1994","01","16","Southern America","Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Estrada em direção a Ouro Preto. Mata Ciliar","-43.640278","-20.51",NA,NA,NA,"Árvore 18m altura. Botões verde. DAP 50 cm",NA,NA,NA,NA,NA,NA,"-43.640278","-20.51",NA,NA,NA,NA,NA,NA
"184","2020-12-11 11:32:05-03","UFMG","BHCB","82783","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Lombardi, JA; Stehmann, JR; Mota, RC da; Temponi, LG","5486","2003","08","24","Southern America","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras","-40.056083","-16.405194","765","776",NA,"Mata hidrófila, terreno plano e encosta. Árvore, ca. 18 m, folíolos cartáceos, botões verdes, frutos imaturos verde a vináceos. Coordenadas originais: 16°24'18,7-23'59S; 40°03'21,9-42,5W; mata hidrófila, terreno plano e encosta. Árvore, ca. 18m, f",NA,NA,NA,NA,NA,NA,"-40.056083","-16.405194",NA,NA,NA,NA,NA,NA
"185","2020-12-11 11:32:05-03","UFMG","BHCB","16742","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Pequeno, PHA; et al.","62","1989","09","14","Southern America","Brasil","Minas Gerais","João Monlevade",NA,"-43.1735992431641","-19.8099994659424",NA,NA,NA,"Herbáceo.",NA,NA,"9985","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-01-15 17:52:56-03","UFMG","BHCB","77170","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Fiaschi, P; Costa, FN","291","2000","06","16","Southern America","Brasil","Minas Gerais","Santana do Riacho","Estrada de Belo Horizonte para Conceição do Mato Dentro (MG10) na altura do KM 118. Mata ciliar ao lado da estátua do Velho juca","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Árvores ca. 7m alt, no interior da mata. Folhas com pecíolos e pecíolulos avermelhados. Folíolos velhos amarelados. frutos imaturos verde-amarelados. Madeira na Xiloteca.",NA,NA,"26557","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-12-11 11:32:05-03","UFMG","BHCB","173834","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Torres, RB; Paula, JB; Pereira, CA","1307","2000","09","11","Southern America","Brasil","Minas Gerais","Camanducaia","Fragmento do Alivercino da Cunha","-46.1446990966797","-22.7553005218506",NA,NA,NA,"Árvore, ca. 18m de altura. Frutos imaturos verdes; Mata de encosta, dossel, mata de altitude","BHCB018721",NA,"22140","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-12-11 11:32:05-03","UFMG","BHCB","8276","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Grandi, TSM; et al.","2390","1987","02","25","Southern America","Brasil","Minas Gerais","Ouro Preto","Itacolomi.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo rupestre;arbóreo;; arboreo",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-12-11 11:32:05-03","UFMG","BHCB","173832","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Torres, RB","s.n.","2000","06","07","Southern America","Brasil","Minas Gerais","Camanducaia","Mata do Romulo","-46.1446990966797","-22.7553005218506",NA,NA,NA,"Árvore, 20m de altura, cálice e corola cor palha, internamente verde, estigma verde; Dossel","BHCB018722",NA,"22140","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-12-11 11:32:05-03","UFMG","BHCB","173835","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Torres, RB","1233","2000","04","20","Southern America","Brasil","Minas Gerais","Camanducaia","Mata do Romulo","-46.1446990966797","-22.7553005218506",NA,NA,NA,"Árvore, 15m, flores cremes, frutos imaturos verdes; dossel, mata de altitude","BHCB018723",NA,"22140","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-12-11 11:32:05-03","UFMG","BHCB","188243","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Torres, DM","s.n.","2015","03","10","Southern America","Brasil","Minas Gerais","Brumadinho","Monumento Natural Municipal Serra da Calçada","-44.1996994018555","-20.1432991027832",NA,NA,NA,NA,"BHCB188243",NA,"26639","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-12-11 11:32:05-03","UFMG","BHCB","15760","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Andrade, PM de","1045","1987","10","08","Southern America","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-01-15 17:52:56-03","UFMG","BHCB","171970","PreservedSpecimen","Plantae","Dicotyledon",NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin",NA,"Pivari, MOD; Miranda, E; Tomich, S;","1900","2014","06","10","Southern America","Brasil","Minas Gerais","Barão de Cocais","Serra do Cambotas","-43.4872016906738","-19.94580078125",NA,NA,NA,"Arvore cerde de 12 m de altura em Floresta Estacional Semidecidual, face abaxial das folhas prateadas, frutos imaturos verdes.; Floresta Estacional Semidecidual",NA,NA,"21378","auto","2014","06",NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-02-11 17:17:55-03","UFPR","UPCB","93688","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","Frodin e Fiaschi.","Voltz, R. R.","Voltz, R. R. | Nunes, M. G.","1659","2018","07","13",NA,"Brasil","Paraná","Jaguariaiva","Estrada JaguairavaJangaia, proximo a escarpa.","-49.7125","-24.321667","1150","1150",NA,"Arvore 15m de alt.; casca interna trançada, amarelo-laranja-claro; frutos amarelados; estrato superior de floresta de encosta.","UPCB0041277","UPCB0041277",NA,NA,"2018","07","-49.712500","-24.321667",NA,NA,NA,NA,NA,NA
"195","2021-02-11 17:17:55-03","UFPR","UPCB","33827","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P.","Cervi, A.C.","3665","1992","04","14",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Árvore com cerca de 12m de altura. Flores creme e melíferas. Interior do capão..",NA,NA,"46557","auto","2006","08",NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-02-11 17:17:55-03","UFPR","UPCB","7742","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","clausseniana","Schefflera clausseniana","(Marchal) Frodin","Fiaschi, P.","Hatschbach, G.","21574","1969","05","20",NA,"Brasil","Paraná","Jussara","Horto Florestal","-52.4693984985352","-23.6214008331299",NA,NA,NA,"Árvore, 10 x 0,25m. Mata pluvial, terreno pobre, arenoso..",NA,NA,"17622","auto","2006","08",NA,NA,NA,NA,NA,NA,NA,NA
"197","2010-01-26 14:31:00-02","MO","MOBOT","100244233","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Didymopanax","pachycarpus","Didymopanax pachycarpus","Marchal","D. Nicolson","Paul C. Hutchison","Hutchison 8613","1983","10","9","South America","Brazil","Mato Grosso",NA,"South of Vilhena, near Rondonia border. Village of Presidente Vencelare along BR 364.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"198","2017-05-25 14:46:00-03","MO","MOBOT","100972501","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Didymopanax","pachycarpus","Didymopanax pachycarpus","Marchal","G.T. Prance","Howard S. Irwin|Thomas R. Soderstrom","Irwin 6832","1964","10","14","South America","Brazil","Mato Grosso",NA,"Cerrado, ca. 50 km N of Barra do Garças on road to Xavantina.",NA,NA,"300.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"199","2008-05-27 22:02:00-03","MO","MOBOT","3243020","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi","Per Dusén","Dusén 17089","1915","7","13","South America","Brazil","Paraná",NA,"Jaguariahyra in silva prim.",NA,NA,"730.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2015-08-13 05:50:00-03","MO","MOBOT","100578601","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","clausseniana","Schefflera clausseniana","(Decne. & Planch. ex Marchal) Frodin","D.G. Frodin","Howard S. Irwin|R.M. Harley|Gary L. Smith","Irwin 33046","1971","3","23","South America","Brazil","Goiás",NA,"Ca. 30 km N of Alto do Paraíso.",NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"201","2013-02-12 12:43:00-02","MO","MOBOT","3344610","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","pachycarpa","Schefflera pachycarpa","(Marchal) Frodin","D. G. Frodin, 1982/12/11","Ezechias P. Heringer","Heringer 17322","1979",NA,NA,"South America","Brazil","Distrito Federal",NA,"(Jardim Zoológico).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2010-10-07 15:27:00-03","MO","MOBOT","3194312","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","pachycarpa","Schefflera pachycarpa","(Marchal) Frodin","D. Frodin","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 13561","1966","3","5","South America","Brazil","Goiás",NA,"Gallery margin. Campo, ca 10 km W of Cristalina.",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2008-05-27 22:02:00-03","MO","MOBOT","3312741","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","pachycarpa","Schefflera pachycarpa","(Marchal) Frodin","P. Fiaschi","Roberta C. de Mendonça","Mendonça 2023","1991","12","17","South America","Brazil","Distrito Federal",NA,"Area da Marinha, Tributario da margem direita do Ribeirão Saia Velha, ecotono mata ciliar com campo sujo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2010-10-07 15:27:00-03","MO","MOBOT","3344345","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","pachycarpa","Schefflera pachycarpa","(Marchal) Frodin","D. Frodin","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 13561","1966","3","5","South America","Brazil","Goiás",NA,"Serra dos Cristais. Campo, ca. 10 km. W. of Cristalina, Goias.","-48.0003333","-17.0003333","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2014-08-23 05:36:00-03","MO","MOBOT","3344727","PreservedSpecimen","Plantae",NA,NA,"Araliaceae","Schefflera","pachycarpa","Schefflera pachycarpa","(Marchal) Frodin","D. Frodin","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 21815","1969","1","12","South America","Brazil","Minas Gerais",NA,"Grassy meadow bordering gallery forest, ca. 27km SW of Diamantina on road to Gouveia.",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2015-10-22 10:02:31-02","UNIOESTE","UNOP","6079","S","Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiasch, P.","Hatschbach, G.","2157","1969","05","20",NA,"Brasil","Paraná","Jussara","Orto Florestal","-52.4693984985352","-23.6214008331299",NA,NA,NA,"Árvore 10m. de altura, tronco 25 cm, diametro. Mata pluvial, terreno pobre(arenoso).",NA,NA,"17622","auto","2010","03",NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-08-31 08:52:38-03","INPA","INPA","204344","S","Plantae","Dicotyledon Asterids","Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Felfili, JM","252","1994","03","01","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa, mata do Gama, Linha 1.","-47.916667","-15.933333",NA,NA,NA,NA,"INPA0204344","INPA0204344 INPA0204344_e INPA0204344_e1",NA,NA,"2003","07","-47.916667","-15.933333",NA,NA,NA,NA,NA,NA
"208","2020-08-31 08:52:38-03","INPA","INPA","204345","S","Plantae","Dicotyledon Asterids","Apiales","Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","Fiaschi, P","Ramos, PCM","602","1991","01","22","Southern America","Brasil","Distrito Federal","Brasília","Parque Nacional de Brasília. Mata do Capão comprido.","-47.933333","-15.883333",NA,NA,NA,NA,"INPA0204345","INPA0204345 INPA0204345_e INPA0204345_e1",NA,NA,"2003","07","-47.933333","-15.883333",NA,NA,NA,NA,NA,NA
"209","2020-07-10 09:43:40-03","MBML","MBML-HERBARIO","10870",NA,"Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi/29-01-2002","V. Demuner; E. Bausen & W. Pizziolo","12","1999","09","22",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Arvore 12m, DAP 22cm. Fuste 7m, Frutos imaturos verdes, quando maduros cor roxa.","MBML010870","MBML010870",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"210","2020-07-10 09:43:40-03","MBML","MBML-HERBARIO","11237",NA,"Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi/29-01-2002","V. Demuner; et al","172","1999","10","26",NA,"Brasil","Espírito Santo","Santa Teresa","Santo Antônio, terreno do Boza","-40.591667","-19.909167",NA,NA,NA,"Árvore 14m, DAP 35cm, fuste 6m, com frutos imaturos cor verde e maduros de cor vinho.","MBML011237","MBML011237",NA,NA,NA,NA,"40W35'30","19S54'33",NA,NA,NA,NA,NA,NA
"211","2020-07-10 09:43:40-03","MBML","MBML-HERBARIO","11921",NA,"Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi/29-01-2002","L. Kollmann; et al","2422","1999","04","07",NA,"Brasil","Espírito Santo","Santa Teresa","Mata Fria","-40.683333","-19.931111",NA,NA,NA,"Arvoreto 9m. DAP 23cm. Fuste 3m. Botões e flores verdes.","MBML011921","MBML011921",NA,NA,NA,NA,"40W41'0","19S55'52",NA,NA,NA,NA,NA,NA
"212","2020-07-10 09:43:40-03","MBML","MBML-HERBARIO","13475",NA,"Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi/29-01-2002","V. Demuner; et al","1389","2000","09","12",NA,"Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Pousada Passárgada","-40.597222","-19.978611",NA,NA,NA,"Arvoreta 8m, frutos de cor verde. Borda de mata.","MBML013475","MBML013475",NA,NA,NA,NA,"40W35'50","19S58'43",NA,NA,NA,NA,NA,NA
"213","2020-07-10 09:43:40-03","MBML","MBML-HERBARIO","14155",NA,"Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi/29-01-2002","L. Kollmann; et al","3754","2001","05","30",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Árvore 15m. DAP 25cm. Fuste 7m. Botões e frutos verdes.","MBML014155","MBML014155",NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"214","2020-07-10 09:43:40-03","MBML","MBML-HERBARIO","15272",NA,"Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi/29-01-2002","L. Kollmann; et al","4570","2001","09","18",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore 11m. DAP 20cm. Fuste 7m. Frutos pretos.","MBML015272","MBML015272",NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"215","2020-07-10 09:43:40-03","MBML","MBML-HERBARIO","15876",NA,"Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi/09-04-2003","L. Kollmann; et al","5411","2002","01","30",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore 12m. DAP 23cm. Fuste 6m. Flores verdes.","MBML015876","MBML015876",NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"216","2020-07-10 09:43:40-03","MBML","MBML-HERBARIO","16790",NA,"Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi/29-01-2002","R.R. Vervloet; et al","248","2002","05","09",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore com 16m de altura, próximo a trilha frutos jovens de cor verde amarelado, folhas verde escura, parte inferior prateada.","MBML016790","MBML016790",NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
"217","2020-07-10 09:43:40-03","MBML","MBML-HERBARIO","17025",NA,"Plantae",NA,NA,"Araliaceae","Schefflera","calva","Schefflera calva","(Cham.) Frodin & Fiaschi","P. Fiaschi/09-04-2003","R.R. Vervloet; et al","271","2002","05","23",NA,"Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,NA,"Árvore com 12m de altura, início da trilha, dossel aproximado 12m, meio encosta, tronco branco, frutos imaturos de cor verde claro.","MBML017025","MBML017025",NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA
