especie,cat_ameaca_br_old,cat_ameaca_cncflora_old,cat_ameaca_sp_old,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_br,cat_ameaca_cncfloraweb
Asplenium castaneum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Asplenium schwackei,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Asplenium trindadense,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Asplundia brachypus,VU,s.i.,s.i.,s.i.,s.i.,s.i.,LC|VU
Asterostigma colubrinum,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Asterostigma cubense,s.i.,DD,VU,VU,s.i.,s.i.,DD
Asterostigma lombardii,s.i.,LC,VU,VU,s.i.,s.i.,LC
Asterostigma tweedianum,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Astraea cincta,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Astraea lobata,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Astrocaryum minus,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Astronium graveolens,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Athyrium filix-femina,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Atractylocarpus brasiliensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Atractylocarpus longisetus,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Attalea barreirensis,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Attalea brasiliensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Attalea oleifera,s.i.,LC,VU,VU,s.i.,s.i.,LC
Austroblechnum lechleri,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Austrocritonia angulicaulis,s.i.,LC,VU,VU,s.i.,s.i.,LC
Austroeupatorium rosmarinaceum,VU,s.i.,EX,EX,s.i.,VU,VU
Axonopus argentinus,EN,s.i.,EX,s.i.,s.i.,s.i.,EN
Axonopus carajasensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Axonopus chrysoblepharis,s.i.,LC,EX,EX,s.i.,s.i.,LC
Axonopus comans,s.i.,LC,EX,EX,s.i.,s.i.,LC
Axonopus complanatus,s.i.,LC,EX,EX,s.i.,s.i.,LC
Axonopus fastigiatus,VU,s.i.,EX,EX,s.i.,VU,VU
Axonopus hydrolithicus,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Axonopus monticola,EN,s.i.,EX,EX,s.i.,EN,EN
Axonopus ramboi,EN,s.i.,s.i.,EX,s.i.,EN,EN
Axonopus uninodis,CR,s.i.,EX,EX,s.i.,CR,CR
Azara uruguayensis,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Baccharis aracatubensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Baccharis concinna,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Baccharis elliptica,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Baccharis grandimucronata,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Baccharis hypericifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Baccharis lychnophora,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Baccharis megapotamica,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Baccharis paranensis,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Baccharis penningtonii,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Baccharis polyphylla,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Baccharis pseudoalpestris,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Baccharis sphenophylla,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Bacopa cochlearia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Bacopa congesta,s.i.,LC,EX,EX,s.i.,s.i.,LC
Bactris timbuiensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Balfourodendron riedelianum,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Banisteriopsis andersonii,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Banisteriopsis basifixa,VU,s.i.,EX,EX,s.i.,VU,VU
Banisteriopsis cipoensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Banisteriopsis hatschbachii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Banisteriopsis hirsuta,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Banisteriopsis magdalenensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Banisteriopsis pseudojanusia,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Banisteriopsis salicifolia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Banisteriopsis sellowiana,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Baptistonia kautskyi,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Baptistonia truncata,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Barbacenia delicatula,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Barbacenia ensifolia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Barbacenia exscapa,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Barbacenia glutinosa,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Barbacenia gounelleana,EN,s.i.,EN,EN,s.i.,EN,EN
Barbacenia hirtiflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Barbacenia longiscapa,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Barbacenia paranaensis,EN,s.i.,EN,EN,s.i.,EN,EN
Barbacenia pungens,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Barbacenia riparia,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Barbacenia rodriguesii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Barbacenia spectabilis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Barbacenia spiralis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Barbosella dusenii,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Barbosella spiritu-sanctensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Barbosella trilobata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Barjonia erecta,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Barrosoa apiculata,s.i.,LC,EX,EX,s.i.,s.i.,LC
Bauhinia integerrima,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Bauhinia marginata,s.i.,DD,EX,EX,s.i.,s.i.,DD
Begonia albidula,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia altamiroi,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia apparicioi,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia bahiensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia besleriifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia biguassuensis,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia brevilobata,s.i.,DD,EX,EX,s.i.,s.i.,DD
Begonia coccinea,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia crispula,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Begonia curtii,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Begonia dentatiloba,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia diaphones,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia espiritosantensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia glabrescens,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia handroi,EN,s.i.,EX,EX,s.i.,EN,EN
Begonia herbacea,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Begonia ibitiocensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia inconspicua,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Begonia itaguassuensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia itatinensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia jureiensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Begonia klydophylla,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia kuhlmannii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia larorum,CR,s.i.,EX,EX,s.i.,CR,CR
Begonia obscura,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Begonia organensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia paranaensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia paulensis,EN,s.i.,VU,VU,s.i.,EN,EN
Begonia perdusenii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia piresiana,CR,s.i.,VU,VU,CR,CR,CR
Begonia pluvialis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia polygonifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia ruschii,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Begonia salesopolensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Begonia santoslimae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia scharffii,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Begonia smilacina,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia stenolepis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia succulenta,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia sylvatica,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia tibagiensis,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia toledoana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Begonia undulata,EN,s.i.,EX,EX,s.i.,EN,EN
Begonia velloziana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Begonia venosa,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Begonia vicina,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Behuria parvifolia,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Beilschmiedia fluminensis,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Beilschmiedia rigida,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Belemia fucsioides,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Bellucia riparia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Bellucia wurdackiana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Berberis campos-portoi,VU,s.i.,s.i.,s.i.,s.i.,CR,CR|VU
Bernardia confertifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Bernardia crassifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Bernardia pulchella,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Bernardia similis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Bertholletia excelsa,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Bertolonia angustifolia,CR,s.i.,EX,EX,CR,CR,CR
Bertolonia formosa,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Bertolonia foveolata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Bertolonia hoehneana,CR,s.i.,s.i.,s.i.,CR,CR,CR
Bertolonia leuzeana,EN,s.i.,VU,VU,s.i.,EN,EN
Bertolonia paranaensis,EN,s.i.,EX,EX,s.i.,EN,EN
Besleria grandifolia,VU,s.i.,VU,s.i.,s.i.,s.i.,VU
Besleria meridionalis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Besleria umbrosa,VU,s.i.,s.i.,VU,s.i.,VU,VU
Bidens bipinnata,s.i.,LC,EN,EN,s.i.,s.i.,LC
Bifrenaria aureofulva,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Bifrenaria racemosa,s.i.,LC,EX,EX,s.i.,s.i.,LC
Bifrenaria silvana,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Bifrenaria tyrianthina,s.i.,LC,EW,EW,s.i.,s.i.,LC
Bifrenaria wittigii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Billbergia alfonsi-joannis,s.i.,s.i.,s.i.,VU,s.i.,s.i.,s.i.
Billbergia alfonsijoannis,s.i.,LC,VU,s.i.,s.i.,s.i.,LC
Billbergia brasiliensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Billbergia lietzei,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Billbergia macrocalyx,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Billbergia magnifica,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Billbergia meyeri,s.i.,LC,EX,EX,s.i.,s.i.,LC
Billbergia nutans,s.i.,LC,VU,VU,s.i.,s.i.,LC
Billbergia pohliana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Billbergia pyramidalis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Bionia bella,s.i.,DD,VU,s.i.,s.i.,s.i.,DD
Bipinnula biplumata,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Bipinnula montana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Bipinnula penicillata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Blechnum andinum,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Blechnum heringeri,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Blechnum sprucei,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Blechnum squamipes,EN,s.i.,s.i.,s.i.,s.i.,EN,s.i.
Blepharodon bicuspidatum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Blepharolejeunea securifolia,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Blumenbachia eichleri,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Blumenbachia scabra,s.i.,LC,EN,EN,s.i.,s.i.,LC
Bonamia agrostopolis,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Boopis bupleuroides,EN,s.i.,EX,EX,s.i.,EN,EN
Boopis itatiaiae,EN,s.i.,EN,EN,s.i.,EN,EN
Borreria pulchristipula,s.i.,DD,VU,VU,s.i.,s.i.,DD
Bothriochloa laguroides,VU,s.i.,EX,EX,s.i.,VU,VU
Brachionidium restrepioides,VU,s.i.,VU,VU,s.i.,VU,VU
Brachystele camporum,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Bradea anomala,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Bradea bicornuta,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Bradea kuhlmanni,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Bradea montana,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Brasilaelia crispa,VU,s.i.,s.i.,s.i.,s.i.,VU,s.i.
Brasilaelia grandis,VU,s.i.,s.i.,s.i.,s.i.,VU,s.i.
Brasilaelia lobata,EN,s.i.,s.i.,s.i.,s.i.,EN,s.i.
Brasilaelia perrinii,VU,s.i.,s.i.,s.i.,s.i.,VU,s.i.
Brasilaelia purpurata,VU,s.i.,s.i.,s.i.,s.i.,VU,s.i.
Brasilaelia tenebrosa,EN,s.i.,s.i.,s.i.,s.i.,EN,s.i.
Brasilaelia xanthina,EN,s.i.,s.i.,s.i.,s.i.,EN,s.i.
Brasilicereus markgrafii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Brasiliorchis schunkeana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Brassia arachnoidea,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Braunia plicata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Bromelia braunii,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Bromelia interior,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Bromelia macedoi,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Bromeliophila natans,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Bromidium hygrometricum,s.i.,NA,CR,CR,s.i.,s.i.,s.i.
Bromidium ramboi,CR,s.i.,s.i.,s.i.,s.i.,CR,s.i.
Brosimum glaziovii,s.i.,LC,VU,VU,s.i.,s.i.,LC
Buchenavia hoehneana,s.i.,NA,VU,VU,s.i.,s.i.,NT|VU
Buchenavia kleinii,s.i.,NA,s.i.,s.i.,s.i.,s.i.,LC|LC
Buchenavia parvifolia,VU,s.i.,VU,s.i.,s.i.,s.i.,s.i.
Buchenavia parvifolia subsp. rabelloana,s.i.,s.i.,s.i.,VU,s.i.,s.i.,VU
Buchnera amethystina,s.i.,LC,EX,EX,s.i.,s.i.,LC
Buddleja hatschbachii,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Buddleja oblonga,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Bulbophyllum arianeae,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Bulbophyllum boudetianum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Bulbophyllum chloroglossum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Bulbophyllum kautskyi,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Bulbophyllum meridense,s.i.,NE,s.i.,s.i.,s.i.,s.i.,s.i.
Bulbophyllum tripetalum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Bulbostylis distichoides,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Bulbostylis fendleri,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Bulbostylis loefgrenii,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Bulbostylis major,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Bulbostylis nesiotis,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Bulbostylis smithii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Bunchosia itacarensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Bunchosia macilenta,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Bunchosia pernambucana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Burmannia aprica,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Burmannia australis,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Burmannia bicolor,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Burmannia flava,s.i.,LC,EX,EX,s.i.,s.i.,LC
Bursera simaruba,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Butia capitata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Butia eriospatha,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Butia exilata ,s.i.,CR,s.i.,s.i.,s.i.,s.i.,s.i.
Butia leiospatha,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Butia leptospatha,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Butia microspadix,VU,s.i.,VU,VU,s.i.,VU,VU
Butia paraguayensis,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Butia pubispatha,s.i.,CR,s.i.,s.i.,s.i.,s.i.,s.i.
Butia purpurascens,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Butia yatay,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Byrsonima alvimii,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Byrsonima brachybotrya,VU,s.i.,VU,VU,s.i.,VU,VU
Byrsonima cipoensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Byrsonima coccolobifolia,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Byrsonima cydoniifolia,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Byrsonima euryphylla,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Byrsonima fonsecae,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Byrsonima lanulosa,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Byrsonima microphylla,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Byrsonima onishiana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Byrsonima psilandra,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Byrsonima salzmanniana,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Byttneria catalpaefolia,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Byttneria implacabilis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Byttneria oblongata,s.i.,LC,EX,EX,s.i.,s.i.,LC
Byttneria scabra,s.i.,LC,VU,VU,s.i.,s.i.,LC
Caatinganthus rubropappus,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Cabomba aquatica,s.i.,LC,EX,EX,s.i.,s.i.,LC
Caesalpinia echinata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Calathea bella,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Calea abbreviata,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Calea acaulis,VU,s.i.,EX,EX,s.i.,VU,VU
Calea brittoniana,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Calea gentianoides,VU,s.i.,EN,EN,s.i.,VU,VU
Calea heteropappa,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Calea kristiniae,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Calea polycephala,s.i.,NT,VU,VU,s.i.,s.i.,NT
Calibrachoa eglandulata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Calibrachoa elegans,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Calibrachoa humilis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Calibrachoa serrulata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Calibrachoa spathulata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Calliandra carrascana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Calliandra jariensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Callianthe monteiroi,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Callisthene inundata,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Callitriche terrestris,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Calycolpus legrandii,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Calyculogygas uruguayensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Calyptraemalva catharinensis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Calyptranthes brasiliensis,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Calyptranthes concinna,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Calyptranthes curta,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Calyptranthes dichotoma,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Calyptranthes dryadica,s.i.,DD,VU,VU,s.i.,s.i.,DD
Calyptranthes fusiformis,VU,s.i.,VU,VU,s.i.,VU,VU
Calyptranthes grammica,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Calyptranthes hatschbachii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Calyptranthes maritima,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Calyptranthes obovata,EN,s.i.,EX,EX,s.i.,s.i.,EN
Calyptranthes pileata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Calyptranthes restingae,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Calyptranthes rubella,s.i.,NT,s.i.,s.i.,s.i.,s.i.,NT
Calyptranthes serrana,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Calyptranthes solitaria,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Calyptranthes ubatubana,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Camarea affinis,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Camarea elongata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Camarea hirsuta,s.i.,LC,EN,EN,s.i.,s.i.,LC
Camarea humifusa,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Camarea linearifolia,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Camaridium meleagris,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Cambajuva ulei,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Cambessedesia atropurpurea,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Cambessedesia glaziovii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Cambessedesia gracilis,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Cambessedesia hermogenesii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Cambessedesia hilariana,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Cambessedesia pityrophylla,EN,s.i.,VU,VU,s.i.,s.i.,EN
Cambessedesia regnelliana,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Cambessedesia striatella,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD
Cambessedesia weddellii,VU,s.i.,VU,VU,s.i.,VU,VU
Cambessedesia wurdackii,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Campomanesia aurea,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Campomanesia espiritosantensis,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Campomanesia hirsuta,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Campomanesia macrobracteolata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Campomanesia prosthecesepala,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Campomanesia pubescens,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Campomanesia reitziana,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Campomanesia sessiliflora,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Camptosema bellum,s.i.,s.i.,s.i.,VU,s.i.,s.i.,s.i.
Camptosema isopetalum,s.i.,LC,EX,EX,s.i.,s.i.,LC
Campuloclinium parvulum,VU,s.i.,VU,VU,s.i.,VU,VU
Campuloclinium riedelii,s.i.,LC,EN,EN,s.i.,s.i.,LC
Campylocentrum densiflorum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Campylocentrum neglectum,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Campylocentrum pernambucense,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Campylopus densicoma,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Canastra lanceolata,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Canistropsis albiflora,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Canistropsis elata,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Canistrum alagoanum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Canistrum aurantiacum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Canistrum camacaense,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Canistrum fosterianum,CR,s.i.,s.i.,s.i.,s.i.,CR,CR
Canistrum guzmanioides,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Canistrum montanum,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Canistrum pickelii,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Canistrum triangulare,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Capanemia adelaidae,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Capanemia gehrtii,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
Capanemia therezae,s.i.,DD,s.i.,s.i.,s.i.,s.i.,DD|LC
Caperonia buettneriacea,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Caperonia palustris,s.i.,LC,s.i.,s.i.,s.i.,s.i.,LC
