especie,cat_ameaca_br_old,cat_ameaca_cncflora_old,cat_ameaca_sp_old,cat_ameaca_sp,cat_ameaca_CR_lac,cat_ameaca_cncfloraweb,cat_ameaca_br
Micranthocereus violaciflorus,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Microchilus arietinus,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Microgramma crispata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Microlicia canastrensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Microlicia cardiophora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Microlicia cuspidifolia,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Microlicia doryphylla,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Microlicia elegans,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Microlicia fasciculata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Microlicia flava,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Microlicia glazioviana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Microlicia humilis,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Microlicia isophylla,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Microlicia juniperina,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Microlicia macedoi,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Microlicia melanostagma,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Microlicia microphylla,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Microlicia myrtifolia,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Microlicia myrtoidea,s.i.,NT,VU,VU,s.i.,NT,s.i.
Microlicia obtusifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Microlicia psammophila,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Micropholis caudata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Micropholis crassipedicellata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Micropholis emarginata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Micropholis grandiflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Micropholis retusa,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Micropholis splendens,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Microstachys corniculata,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Microtea bahiensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Microtea maypurensis,s.i.,LC,s.i.,s.i.,s.i.,s.i.,s.i.
Microtea papilosa,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Microtea scabrida,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Miersiella umbellata,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Mikania additicia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mikania alvimii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mikania anethifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mikania argyreiae,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Mikania biformis,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Mikania bradei,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Mikania capricorni,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Mikania chlorolepis,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Mikania cipoensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mikania clematidifolia,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Mikania decumbens,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Mikania dusenii,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Mikania firmula,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Mikania glabra,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mikania glauca,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mikania glomerata,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Mikania hartbergii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mikania hastato-cordata,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Mikania hemisphaerica,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Mikania itambana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mikania lindbergii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Mikania lindleyana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Mikania malacolepis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mikania microdonta,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Mikania microptera,s.i.,NT,s.i.,s.i.,s.i.,NT,s.i.
Mikania mosenii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mikania neurocaula,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mikania oblongifolia,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Mikania oreophila,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Mikania pinnatiloba,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mikania premnifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mikania rufescens,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Mikania smaragdina,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Mikania stenomeres,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Mikania ternata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Mikania trinervis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Mikania ulei,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Mikania variifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mikania viminea,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mikania warmingii,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Miltonia clowesii,s.i.,NT,EX,EX,s.i.,NT,s.i.
Miltonia cuneata,s.i.,NT,s.i.,s.i.,s.i.,NT,s.i.
Miltonia flavescens,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Miltonia kayasimae,CR,s.i.,EX,EX,s.i.,CR,CR
Miltonia regnellii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Miltonia russelliana,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Miltonia spectabilis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Mimosa acroconica,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa acutistipula,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mimosa adamantina,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa balduinii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa barretoi,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa bathyrrhena,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa bombycina,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa catharinensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa chrysastra,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Mimosa exalbescens,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mimosa glycyrrhizoides,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mimosa hatschbachii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa heringeri,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa humifusa,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mimosa involucrata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa lanata,s.i.,DD,s.i.,s.i.,s.i.,DD,s.i.
Mimosa leprosa,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa leptantha,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mimosa lithoreas,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa macedoana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa mensicola,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa montis-carasae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa myuros,VU,s.i.,VU,VU,s.i.,VU,VU
Mimosa niomarlei,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mimosa pabstiana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mimosa paucifolia,VU,s.i.,VU,VU,s.i.,s.i.,VU
Mimosa psittacina,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa sanguinolenta,s.i.,LC,s.i.,s.i.,s.i.,s.i.,s.i.
Mimosa skinneri,CR,s.i.,s.i.,s.i.,s.i.,s.i.,s.i.
Mimosa strobiliflora,s.i.,CR,s.i.,s.i.,s.i.,s.i.,s.i.
Mimosa suburbana,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Mimosa thomista,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa uniceps,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mimosa urticaria,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Minaria abortiva,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Minaria acerosa,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Minaria bifurcata,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Minaria diamantinensis,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Minaria grazielae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Minaria harleyi,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Minaria hemipogonoides,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Minaria inconspicua,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Minaria lourteigiae,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Minaria magisteriana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Minaria monocoronata,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Minaria polygaloides,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Minaria refractifolia,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Minaria semirii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Minaria volubilis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Minasia alpestris,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Minasia pereirae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Minasia scapigera,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mitracarpus anthospermoides,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mitracarpus eritrichoides,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mitracarpus rigidifolius,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Moldenhawera intermedia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Moldenhawera papillanthera,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Mollia macrophylla,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mollinedia argyrogyna,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Mollinedia blumenaviana,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Mollinedia boracensis,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Mollinedia engleriana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Mollinedia eugeniifolia,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mollinedia gilgiana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Mollinedia longicuspidata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Mollinedia luizae,VU,s.i.,VU,VU,s.i.,VU,VU
Mollinedia oligotricha,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Mollinedia ovata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Mollinedia pachysandra,s.i.,s.i.,s.i.,VU,s.i.,LC,s.i.
Mollinedia salicifolia,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Mollinedia schottiana,s.i.,NA,EX,s.i.,s.i.,s.i.,s.i.
Mollinedia triflora,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Monogereion carajensis,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Monsanima morrenioides,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Monteiroa bullata,s.i.,LC,s.i.,s.i.,s.i.,s.i.,s.i.
Monteiroa smithii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Monteverdia aquifolia,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Monteverdia basidentata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Monteverdia brasiliensis,s.i.,LC,CR,s.i.,s.i.,LC,s.i.
Monteverdia comocladiiformis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Monteverdia floribunda,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Monteverdia glaucescens,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Monteverdia radlkoferiana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Moquiniastrum argyreum,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Moquiniastrum cinereum,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Moquiniastrum cordatum,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Moquiniastrum hatschbachii,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Moquiniastrum mollissimum,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Moquiniastrum ramboi,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Moquiniastrum sordidum,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Moranopteris perpusilla,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Morilloa furlanii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,s.i.
Mormolyca cleistogama,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Moronobea coccinea,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mostuea muricata,VU,s.i.,VU,VU,s.i.,VU,VU
Mourera weddelliana,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Mouriri megasperma,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Mouriri micradenia,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Mouriri torquata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Muellera torrensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Myoxanthus ruschii,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Myoxanthus seidelii,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Myracrodruon balansae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Myracrodruon urundeuva,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrceugenia alpigena,s.i.,LC,VU,VU,s.i.,LC,s.i.
Myrceugenia bracteosa,EN,s.i.,EN,EN,s.i.,EN,EN
Myrceugenia brevipedicellata,EN,s.i.,EN,EN,s.i.,EN,EN
Myrceugenia campestris,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrceugenia euosma,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Myrceugenia foveolata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Myrceugenia franciscensis,EN,s.i.,EN,EN,s.i.,EN,EN
Myrceugenia gertii,EN,s.i.,EN,EN,s.i.,EN,EN
Myrceugenia glaucescens,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrceugenia hamoniana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Myrceugenia hatschbachii,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Myrceugenia hoehnei,VU,s.i.,VU,VU,s.i.,VU,VU
Myrceugenia kleinii,VU,s.i.,VU,VU,s.i.,VU,VU
Myrceugenia miersiana,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrceugenia myrcioides,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrceugenia oxysepala,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrceugenia pilotantha,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrceugenia reitzii,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Myrceugenia rufescens,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrceugenia scutellata,s.i.,NT,s.i.,s.i.,s.i.,NT,s.i.
Myrceugenia smithii,s.i.,s.i.,s.i.,s.i.,s.i.,EN,s.i.
Myrceugenia venosa,s.i.,LC,VU,VU,s.i.,LC,s.i.
Myrcia almasensis,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Myrcia anomala,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Myrcia bicolor,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Myrcia cionei,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Myrcia congestiflora,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Myrcia cordiifolia,s.i.,LC,EX,EX,s.i.,s.i.,s.i.
Myrcia diaphana,VU,s.i.,VU,VU,s.i.,VU,VU
Myrcia dichrophylla,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrcia eriocalyx,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Myrcia eriopus,s.i.,LC,VU,VU,s.i.,LC,s.i.
Myrcia flagellaris,s.i.,NT,VU,VU,s.i.,NT,s.i.
Myrcia follii,s.i.,s.i.,s.i.,s.i.,s.i.,CR|NT,CR
Myrcia gilsoniana,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Myrcia guarujana,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Myrcia guianensis,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Myrcia heringii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrcia hexasticha,EN,s.i.,EN,EN,s.i.,EN,EN
Myrcia insularis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrcia isaiana,EN,s.i.,EN,EN,s.i.,EN,EN
Myrcia limae,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Myrcia lineata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Myrcia magnifolia,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Myrcia montana,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Myrcia neocambessedeana,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Myrcia neoestrellensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Myrcia neorostrata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Myrcia oblongata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrcia obovata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrcia oligantha,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Myrcia ovata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrcia plusiantha,NT,s.i.,s.i.,s.i.,s.i.,CR|NT,s.i.
Myrcia pubipetala,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrcia pulchra,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrcia reitzii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrcia riodocensis,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Myrcia rupicola,EN,s.i.,EN,EN,s.i.,EN,EN
Myrcia stictophylla,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Myrcia subcordata,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Myrcia tenuivenosa,s.i.,NA,s.i.,s.i.,s.i.,s.i.,s.i.
Myrcia thomasii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Myrcia tijucensis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrcia ubatubana,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Myrcia variabilis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrcia venulosa,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Myrcia vestita,s.i.,NA,EN,EN,s.i.,s.i.,s.i.
Myrcia vittoriana,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Myrcianthes pungens,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrciaria cuspidata,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrciaria floribunda,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Myrciaria plinioides,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Myrciaria tenella,s.i.,DD,s.i.,s.i.,s.i.,DD,s.i.
Myriocoleopsis fluviatilis,VU,s.i.,s.i.,s.i.,s.i.,VU,VU
Myrocarpus frondosus,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Myroxylon peruiferum,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Myrsine congesta,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Myrsine glazioviana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Myrsine villosissima,EN,s.i.,EN,EN,s.i.,EN,EN
Mysanthus uleanus,s.i.,LC,EN,EN,s.i.,LC,s.i.
Najas conferta,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Najas guadalupensis,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Najas marina,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Napeanthus primulifolius,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Nassella neesiana,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Nassella sellowiana,s.i.,NA,CR,CR,s.i.,s.i.,s.i.
Naucleopsis jamariensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Neblinaea promontoriorum,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Nectandra angustifolia,s.i.,LC,EN,EN,s.i.,LC,s.i.
Nectandra barbellata,VU,s.i.,VU,VU,s.i.,VU,VU
Nectandra cissiflora,s.i.,LC,VU,VU,s.i.,LC,s.i.
Nectandra debilis,s.i.,DD,VU,VU,s.i.,DD,s.i.
Nectandra embirensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Nectandra grandiflora,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Nectandra grisea,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Nectandra hihua,s.i.,LC,EN,EN,s.i.,LC,s.i.
Nectandra impressa,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Nectandra japurensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Nectandra matogrossensis,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Nectandra paranaensis,VU,s.i.,VU,VU,s.i.,VU,VU
Nectandra psammophila,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Nectandra spicata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Nectandra venulosa,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Nectandra weddellii,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Neea verticillata,s.i.,LC,EX,EX,s.i.,LC,s.i.
Nematanthus crassifolius,s.i.,LC,VU,VU,s.i.,LC,s.i.
Nematanthus fornix,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Nematanthus mattosianus,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Nematanthus monanthos,EN,s.i.,EN,EN,s.i.,EN,EN
Nematanthus sericeus,s.i.,s.i.,s.i.,s.i.,s.i.,NT,s.i.
Nematanthus strigillosus,s.i.,NT,EX,EX,s.i.,s.i.,s.i.
Nematanthus tessmannii,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Neocabreria malachophylla,VU,s.i.,VU,VU,s.i.,VU,VU
Neogardneria murrayana,EN,s.i.,EN,EN,s.i.,EN,EN
Neomarica glauca,s.i.,NT,VU,VU,s.i.,NT,s.i.
Neomitranthes amblymitra,VU,s.i.,EX,EX,s.i.,VU,VU
Neomitranthes capivariensis,s.i.,DD,EN,EN,s.i.,DD,s.i.
Neomitranthes cordifolia,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Neomitranthes glomerata,s.i.,LC,s.i.,s.i.,s.i.,LC,s.i.
Neomitranthes gracilis,EN,s.i.,EN,EN,s.i.,EN,EN
Neomitranthes langsdorffii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Neomitranthes obscura,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Neomitranthes obtusa,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Neomitranthes pedicellata,EN,s.i.,EN,EN,s.i.,EN,EN
Neomitranthes pereireana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Neomitranthes sctictophylla,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Neoraputia micrantha,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Neoregelia angustibracteolata,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Neoregelia bahiana,s.i.,LC,EX,EX,s.i.,s.i.,s.i.
Neoregelia binotii,s.i.,DD,EX,s.i.,s.i.,DD,s.i.
Neoregelia binotti,s.i.,s.i.,s.i.,EX,s.i.,s.i.,s.i.
Neoregelia brownii,CR,s.i.,s.i.,s.i.,s.i.,s.i.,CR
Neoregelia burle-marxii,s.i.,s.i.,s.i.,VU,s.i.,LC,s.i.
Neoregelia burlemarxii,s.i.,LC,VU,s.i.,s.i.,LC,s.i.
Neoregelia capixaba,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Neoregelia compacta,s.i.,NT,VU,VU,s.i.,s.i.,s.i.
Neoregelia cruenta,s.i.,s.i.,s.i.,s.i.,s.i.,LC,s.i.
Neoregelia doeringiana,s.i.,DD,EX,EX,s.i.,DD,s.i.
Neoregelia guttata,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Neoregelia hoehneana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Neoregelia inexspectata,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Neoregelia leprosa,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Neoregelia lilliputiana,s.i.,DD,s.i.,s.i.,s.i.,s.i.,s.i.
Neoregelia maculata,s.i.,NA,EX,EX,s.i.,s.i.,s.i.
Neoregelia menescalii,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
Neoregelia nivea,s.i.,NA,VU,VU,s.i.,s.i.,s.i.
Neoregelia oligantha,VU,s.i.,s.i.,s.i.,s.i.,s.i.,VU
Neoregelia paulistana,EN,s.i.,s.i.,s.i.,s.i.,EN,EN
Neoregelia pernambucana,EN,s.i.,s.i.,s.i.,s.i.,s.i.,EN
